Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
HDD,,Samsung,HD153WI 1.5TB,353,47.3,928,https://hdd.userbenchmark.com/SpeedTest/1489/SAMSUNG-HD153WI
HDD,,Seagate,ST3500820AS 500GB,354,47.3,3804,https://hdd.userbenchmark.com/SpeedTest/3950/ST3500820AS
HDD,,Maxtor,S TM3320613AS 320GB,355,47.2,188,https://hdd.userbenchmark.com/SpeedTest/10528/MAXTOR-S-TM3320613AS
HDD,,Toshiba,MQ02ABF100 1TB,356,47.1,5748,https://hdd.userbenchmark.com/SpeedTest/11528/TOSHIBA-MQ02ABF100
HDD,,Toshiba,MK3261GSY 320GB,357,47,472,https://hdd.userbenchmark.com/SpeedTest/694/TOSHIBA-MK3261GSY
HDD,WD15EARX,WD,Green 1.5TB (2011),358,47,6466,https://hdd.userbenchmark.com/SpeedTest/4721/WDC-WD15EARX-22PASB0
HDD,,Seagate,ST3500620AS 500GB,359,47,4761,https://hdd.userbenchmark.com/SpeedTest/3388/ST3500620AS
HDD,,Apple,HDD HTS545050A7E362 500GB,360,47,3119,https://hdd.userbenchmark.com/SpeedTest/7208/APPLE-HDD-HTS545050A7E362
HDD,,Samsung,HD103SI 1TB,361,47,40113,https://hdd.userbenchmark.com/SpeedTest/1110/SAMSUNG-HD103SI
HDD,,Seagate,ST3750330AS 750GB,362,47,3143,https://hdd.userbenchmark.com/SpeedTest/1776/ST3750330AS
HDD,ST2000LX001,Seagate,FireCuda 2.5" 2TB,363,46.9,52287,https://hdd.userbenchmark.com/SpeedTest/192181/ST2000LX001-1RG174
HDD,,WD,WD10S12X-55JTET0 1TB,364,46.8,642,https://hdd.userbenchmark.com/SpeedTest/12098/WDC-WD10S12X-55JTET0
HDD,,Seagate,ST31000340AS 1TB,365,46.8,6047,https://hdd.userbenchmark.com/SpeedTest/206/ST31000340AS
HDD,,Hitachi,HDT721064SLA360 640GB,366,46.8,3013,https://hdd.userbenchmark.com/SpeedTest/6072/Hitachi-HDT721064SLA360
HDD,HD103UJ,Samsung,Spinpoint F1 1TB,367,46.7,47483,https://hdd.userbenchmark.com/SpeedTest/413/SAMSUNG-HD103UJ
HDD,,Samsung,HD105SI 1TB,368,46.4,4547,https://hdd.userbenchmark.com/SpeedTest/2699/SAMSUNG-HD105SI
HDD,,Seagate,ST3750330SV 750GB,369,46.4,136,https://hdd.userbenchmark.com/SpeedTest/10527/ST3750330SV
HDD,,Samsung,HD321HJ 320GB,370,46.4,4183,https://hdd.userbenchmark.com/SpeedTest/6799/SAMSUNG-HD321HJ
HDD,,Samsung,HM250HJ 250GB,371,46.3,413,https://hdd.userbenchmark.com/SpeedTest/11688/SAMSUNG-HM250HJ
HDD,WD5001AALS,WD,Black 500GB (2008),372,46.3,21111,https://hdd.userbenchmark.com/SpeedTest/1199/WDC-WD5001AALS-00L3B2
HDD,,Samsung,HM320HJ 320GB,373,46.2,727,https://hdd.userbenchmark.com/SpeedTest/2116/SAMSUNG-HM320HJ
HDD,,Seagate,ST3500312CS 500GB,374,46.2,69856,https://hdd.userbenchmark.com/SpeedTest/1659/ST3500312CS
HDD,,WD,WD6400AARS-00Y5B1 640GB,375,46.2,2557,https://hdd.userbenchmark.com/SpeedTest/1604/WDC-WD6400AARS-00Y5B1
HDD,WD20EADS,WD,Green 2TB (2009),376,46.2,9936,https://hdd.userbenchmark.com/SpeedTest/1732/WDC-WD20EADS-11R6B1
HDD,ST3500320AS,Seagate,Barracuda 7200.11 500GB,377,46.2,24523,https://hdd.userbenchmark.com/SpeedTest/137/ST3500320AS
HDD,,Seagate,ST3250310NS 250GB,378,46.2,1129,https://hdd.userbenchmark.com/SpeedTest/1947/ST3250310NS
HDD,,Maxtor,STM31000340AS 1TB,379,46.1,564,https://hdd.userbenchmark.com/SpeedTest/99/MAXTOR-STM31000340AS
HDD,WD10JPVX,WD,Blue 2.5" 1TB (2004),380,46,204340,https://hdd.userbenchmark.com/SpeedTest/3140/WDC-WD10JPVX-22JC3T0
HDD,,WD,WD15EURS-63S48Y0 1.5TB,381,45.9,440,https://hdd.userbenchmark.com/SpeedTest/7870/WDC-WD15EURS-63S48Y0
HDD,,Samsung,MZMPC064HBDR-000 1TB,382,45.8,10,https://hdd.userbenchmark.com/SpeedTest/1769/SAMSUNG-MZMPC064HBDR-000
HDD,,Seagate,ST310005 1TB,383,45.8,15,https://hdd.userbenchmark.com/SpeedTest/1342/ST310005
HDD,,Maxtor,STM3500320AS 500GB,384,45.8,4102,https://hdd.userbenchmark.com/SpeedTest/2192/MAXTOR-STM3500320AS
HDD,,Hitachi,HTS725050A9A362 500GB,385,45.8,473,https://hdd.userbenchmark.com/SpeedTest/5508/Hitachi-HTS725050A9A362
HDD,ST95005620AS,Seagate,Momentus XT SSHD 2.5" 500GB,386,45.7,10539,https://hdd.userbenchmark.com/Seagate-Momentus-XT-SSHD-25--500GB/Rating/1800
HDD,,Seagate,STM3320418AS 320GB,387,45.6,695,https://hdd.userbenchmark.com/SpeedTest/5696/STM3320418AS
HDD,WD3200AAKX,WD,Blue 320GB (2010),388,45.5,12890,https://hdd.userbenchmark.com/SpeedTest/2995/WDC-WD3200AAKX-001CA0
HDD,,Seagate,ST3160813AS 160GB,389,45.5,3815,https://hdd.userbenchmark.com/SpeedTest/2850/ST3160813AS
HDD,,Samsung,HD322HJ 320GB,390,45.5,37108,https://hdd.userbenchmark.com/SpeedTest/1377/SAMSUNG-HD322HJ
HDD,,Toshiba,MQ01ABD100 1TB,391,45.5,261062,https://hdd.userbenchmark.com/SpeedTest/784/TOSHIBA-MQ01ABD100
HDD,ST500LX005,Seagate,SSHD 500GB,392,45.4,181,https://hdd.userbenchmark.com/SpeedTest/5338/ST500LX005-1CW162
HDD,,Seagate,ST3750630AS 750GB,393,45.4,1932,https://hdd.userbenchmark.com/SpeedTest/3071/ST3750630AS
HDD,,Toshiba,MQ01ABD050 500GB,394,45.4,33499,https://hdd.userbenchmark.com/SpeedTest/924/TOSHIBA-MQ01ABD050
HDD,,Seagate,ST1000LM014-SSHD-8GB 1TB,395,45.3,13320,https://hdd.userbenchmark.com/SpeedTest/6737/ST1000LM014-SSHD-8GB
HDD,,Seagate,FreeAgent XTreme 1TB,396,45.2,53,https://hdd.userbenchmark.com/SpeedTest/2882/Seagate-FreeAgent-XTreme
HDD,,Samsung,HD502HI 500GB,397,45.2,22364,https://hdd.userbenchmark.com/SpeedTest/1270/SAMSUNG-HD502HI
HDD,,Seagate,ST3250312CS 250GB,398,45.2,2122,https://hdd.userbenchmark.com/SpeedTest/3255/ST3250312CS
HDD,WD10SPCX,WD,Blue 2.5" 1TB (2013),399,45.2,48756,https://hdd.userbenchmark.com/SpeedTest/3227/WDC-WD10SPCX-22HWST0
HDD,WD3200AAKS,WD,Blue 320GB (2008),400,45.1,50950,https://hdd.userbenchmark.com/SpeedTest/1186/WDC-WD3200AAKS-00B3A0
HDD,HD203WI,Samsung,Spinpoint F3 2TB,401,45.1,3419,https://hdd.userbenchmark.com/SpeedTest/640/SAMSUNG-HD203WI
HDD,HM640JJ,Samsung,Spinpoint MP4 2.5" 640GB,402,45.1,618,https://hdd.userbenchmark.com/SpeedTest/2214/SAMSUNG-HM640JJ
HDD,,Hitachi,HTS72755 500GB,403,45,67,https://hdd.userbenchmark.com/SpeedTest/2252/Hitachi-HTS72755
HDD,HD154UI,Samsung,Spinpoint F2 1TB,404,45,27066,https://hdd.userbenchmark.com/SpeedTest/1306/SAMSUNG-HD154UI
HDD,,Seagate,ST31500541AS 1.5TB,405,44.9,8355,https://hdd.userbenchmark.com/SpeedTest/667/ST31500541AS
HDD,,Maxtor,STM3160813AS 160GB,406,44.8,997,https://hdd.userbenchmark.com/SpeedTest/7161/MAXTOR-STM3160813AS
HDD,WD7500BPVX,WD,Blue 2.5" 750GB,407,44.8,12174,https://hdd.userbenchmark.com/SpeedTest/3028/WDC-WD7500BPVX-75JC3T0
HDD,,Samsung,HD502IJ 500GB,408,44.8,19864,https://hdd.userbenchmark.com/SpeedTest/111/SAMSUNG-HD502IJ
HDD,ST500LX003,Seagate,Momentus XT 7200 RPM 2.5" 500GB,409,44.7,1273,https://hdd.userbenchmark.com/SpeedTest/7156/ST500LX003-1AC15G
HDD,,WD,WD10EURS-630AB1 1TB,410,44.7,2392,https://hdd.userbenchmark.com/SpeedTest/5849/WDC-WD10EURS-630AB1
HDD,ST320LT007,Seagate,Momentus Thin 7200 2.5" 320GB,411,44.6,9700,https://hdd.userbenchmark.com/SpeedTest/1923/ST320LT007-9ZV142
HDD,WD5000LPVT,WD,Blue 2.5" 500GB (2012),412,44.6,13906,https://hdd.userbenchmark.com/SpeedTest/241/WDC-WD5000LPVT-22G33T0
HDD,ST3320413AS,Seagate,Barracuda 7200.12 320GB,413,44.5,6026,https://hdd.userbenchmark.com/SpeedTest/3234/ST3320413AS
HDD,,Samsung,HD161GJ 160GB,414,44.5,12609,https://hdd.userbenchmark.com/SpeedTest/2493/SAMSUNG-HD161GJ
HDD,,Toshiba,MK7559GSXF 750GB,415,44.5,1183,https://hdd.userbenchmark.com/SpeedTest/2028/TOSHIBA-MK7559GSXF
HDD,WD5000BEKT,WD,Black 2.5" 500GB (2010),416,44.5,4285,https://hdd.userbenchmark.com/SpeedTest/2241/WDC-WD5000BEKT-22KA9T0
HDD,ST1000LX015,Seagate,FireCuda 2.5" 1TB,417,44.4,105237,https://hdd.userbenchmark.com/SpeedTest/193028/ST1000LX015-1U7172
HDD,,Toshiba,MK3261GSYN 320GB,418,44.4,5815,https://hdd.userbenchmark.com/SpeedTest/30/TOSHIBA-MK3261GSYN
HDD,HD753LJ,Samsung,Spinpoint F1 750GB,419,44.3,17496,https://hdd.userbenchmark.com/SpeedTest/1245/SAMSUNG-HD753LJ
HDD,WD2500AAKS,WD,Blue 250GB (2008),420,44.3,8973,https://hdd.userbenchmark.com/SpeedTest/2143/WDC-WD2500AAKS-00L6A0
HDD,,Toshiba,MK6461GSY 640GB,421,44.3,803,https://hdd.userbenchmark.com/SpeedTest/3150/TOSHIBA-MK6461GSY
HDD,,Toshiba,MQ01ABD0 500GB,422,44.3,396,https://hdd.userbenchmark.com/SpeedTest/11593/TOSHIBA-MQ01ABD0
HDD,,Hitachi,HTS541010A9 1TB,423,44.2,315,https://hdd.userbenchmark.com/SpeedTest/6753/HGST-HTS541010A9
HDD,,,OCZ-AGILITY3 120GB,424,44.2,103,https://hdd.userbenchmark.com/SpeedTest/2512/OCZ-AGILITY3
HDD,,Toshiba,MQ01ABF050 500GB,425,44.1,98441,https://hdd.userbenchmark.com/SpeedTest/2789/TOSHIBA-MQ01ABF050
HDD,WD3200AAJS,WD,Blue 320GB (2007),426,44.1,84091,https://hdd.userbenchmark.com/SpeedTest/804/WDC-WD3200AAJS-00L7A0
HDD,WD15EARS,WD,Green 1.5TB (2010),427,44.1,28793,https://hdd.userbenchmark.com/SpeedTest/1144/WDC-WD15EARS-00MVWB0
HDD,WD10EARS,WD,Green 1TB (2010),428,44.1,118265,https://hdd.userbenchmark.com/SpeedTest/1117/WDC-WD10EARS-00Y5B1
HDD,,Hitachi,HDS5C1050CLA382 500GB,429,44.1,2474,https://hdd.userbenchmark.com/SpeedTest/4543/Hitachi-HDS5C1050CLA382
HDD,,Seagate,ST500LM000-SSHD-8GB 500GB,430,44,10096,https://hdd.userbenchmark.com/SpeedTest/9154/ST500LM000-SSHD-8GB
HDD,,Hitachi,HDT721032SLA360 320GB,431,43.9,4960,https://hdd.userbenchmark.com/SpeedTest/3078/Hitachi-HDT721032SLA360
HDD,,WD,WD6400AADS-00M2B0 640GB,432,43.9,1265,https://hdd.userbenchmark.com/SpeedTest/10673/WDC-WD6400AADS-00M2B0
HDD,,Toshiba,MQ01ABD075 750GB,433,43.8,35288,https://hdd.userbenchmark.com/SpeedTest/869/TOSHIBA-MQ01ABD075
HDD,,Samsung,HD503HI 500GB,434,43.8,7267,https://hdd.userbenchmark.com/SpeedTest/4359/SAMSUNG-HD503HI
HDD,,WD,WD8000AARS-00Y5B1 800GB,435,43.7,958,https://hdd.userbenchmark.com/SpeedTest/3653/WDC-WD8000AARS-00Y5B1
HDD,,Seagate,ST3320418AS 320GB,436,43.6,23987,https://hdd.userbenchmark.com/SpeedTest/168/ST3320418AS
HDD,,WD,WD3200AVJS-63WDA0 320GB,437,43.6,6565,https://hdd.userbenchmark.com/SpeedTest/11043/WDC-WD3200AVJS-63WDA0
HDD,,Hitachi,HDT721032SLA380 320GB,438,43.5,3127,https://hdd.userbenchmark.com/SpeedTest/4609/Hitachi-HDT721032SLA380
HDD,,Seagate,ST320LT009-9WC142 320GB,439,43.5,736,https://hdd.userbenchmark.com/SpeedTest/4704/ST320LT009-9WC142
HDD,WD15EADS,WD,Green 1.5TB (2009),440,43.5,14481,https://hdd.userbenchmark.com/SpeedTest/2529/WDC-WD15EADS-22P8B0
HDD,,Hitachi,HTS541515A9E630 1.5TB,441,43.4,2026,https://hdd.userbenchmark.com/SpeedTest/9932/HGST-HTS541515A9E630
HDD,WD10EADS,WD,Green 1TB (2009),442,43.4,95903,https://hdd.userbenchmark.com/SpeedTest/362/WDC-WD10EADS-00L5B1
HDD,,Samsung,HD252HJ 250GB,443,43.3,5721,https://hdd.userbenchmark.com/SpeedTest/2959/SAMSUNG-HD252HJ
HDD,,WD,WD10EADX-00TDHB0 1TB,444,43.3,9314,https://hdd.userbenchmark.com/SpeedTest/1049/WDC-WD10EADX-00TDHB0
HDD,ST9500420AS,Seagate,Momentus 2.5" 500GB,445,43.1,44417,https://hdd.userbenchmark.com/SpeedTest/785/ST9500420AS
HDD,ST500LX025,Seagate,FireCuda 2.5" 500GB,446,43,1824,https://hdd.userbenchmark.com/SpeedTest/208729/ST500LX025-1U717D
HDD,HTS541010A9E680,HGST,Travelstar 5K1000 2.5" 1TB,447,43,116853,https://hdd.userbenchmark.com/SpeedTest/72/HGST-HTS541010A9E680
HDD,,Seagate,ST3250410AS 250GB,448,43,20881,https://hdd.userbenchmark.com/SpeedTest/456/ST3250410AS
HDD,,Samsung,HN-M101MBB 1TB,449,43,3083,https://hdd.userbenchmark.com/SpeedTest/2830/SAMSUNG-HN-M101MBB
HDD,WD5000LPCX,WD,Blue 2.5" 500GB (2013),450,43,52491,https://hdd.userbenchmark.com/SpeedTest/6849/WDC-WD5000LPCX-24C6HT0
HDD,,WD,WD10EVDS-63N5B1 1TB,451,42.9,2090,https://hdd.userbenchmark.com/SpeedTest/4828/WDC-WD10EVDS-63N5B1
HDD,WD5000LPVX,WD,Blue 2.5" 500GB,452,42.8,66499,https://hdd.userbenchmark.com/SpeedTest/1040/WDC-WD5000LPVX-22V0TT0
HDD,,Seagate,ST500LM012 HN-M500MBB 500GB,453,42.8,45332,https://hdd.userbenchmark.com/SpeedTest/2104/ST500LM012-HN-M500MBB
HDD,ST1000LM024,Seagate,Momentus 2.5" 1TB,454,42.8,249845,https://hdd.userbenchmark.com/SpeedTest/130/ST1000LM024-HN-M101MBB
HDD,HTS727550A9E364,HGST,Travelstar 7K750 2.5" 500GB,455,42.8,8511,https://hdd.userbenchmark.com/SpeedTest/789/Hitachi-HTS727550A9E364
HDD,,Seagate,ST500LX012-SSHD-8GB 500GB,456,42.7,927,https://hdd.userbenchmark.com/SpeedTest/12260/ST500LX012-SSHD-8GB
HDD,,Seagate,ST750LM000-1EJ16G 750GB,457,42.7,973,https://hdd.userbenchmark.com/SpeedTest/10621/ST750LM000-1EJ16G
HDD,HM500JJ,Samsung,Spinpoint MP4 2.5" 500GB,458,42.6,914,https://hdd.userbenchmark.com/SpeedTest/1178/SAMSUNG-HM500JJ
HDD,,WD,WD15EVDS-73V9B1 1.5TB,459,42.6,1702,https://hdd.userbenchmark.com/SpeedTest/6540/WDC-WD15EVDS-73V9B1
HDD,,WD,WD10JPCX-24UE4T0 1TB,460,42.6,35599,https://hdd.userbenchmark.com/SpeedTest/11224/WDC-WD10JPCX-24UE4T0
HDD,,Hitachi,HTS725032A7E630 320GB,461,42.4,8366,https://hdd.userbenchmark.com/SpeedTest/5008/HGST-HTS725032A7E630
HDD,WD7500LPCX,WD,Blue 2.5" 750GB (2013),462,42.4,924,https://hdd.userbenchmark.com/SpeedTest/7349/WDC-WD7500LPCX-80HWST0
HDD,,Hitachi,HTS725050A9A364 500GB,463,42.4,6981,https://hdd.userbenchmark.com/SpeedTest/1690/Hitachi-HTS725050A9A364
HDD,,Samsung,HD250HJ 250GB,464,42.3,10109,https://hdd.userbenchmark.com/SpeedTest/2247/SAMSUNG-HD250HJ
HDD,,Samsung,MMCRE28G8MXP-0VBL1 128GB,465,42.2,47,https://hdd.userbenchmark.com/SpeedTest/5433/SAMSUNG-MMCRE28G8MXP-0VBL1
HDD,,WD,WD75 00AARS-00Y5B 750GB,466,42.2,2613,https://hdd.userbenchmark.com/SpeedTest/1693/WDC-WD75-00AARS-00Y5B
HDD,HDP725050GLA360,Hitachi,Deskstar P7K500 500GB,467,42.2,37710,https://hdd.userbenchmark.com/SpeedTest/745/Hitachi-HDP725050GLA360
HDD,,Toshiba,MK5061GSY 500GB,468,42.1,1988,https://hdd.userbenchmark.com/SpeedTest/2829/TOSHIBA-MK5061GSY
HDD,ST500LM000,Seagate,Laptop Thin SSHD 2.5" 500GB,469,42.1,32816,https://hdd.userbenchmark.com/Seagate-Laptop-Thin-SSHD-25--500GB/Rating/1803
HDD,,Toshiba,MQ01ABF032 320GB,470,42,5286,https://hdd.userbenchmark.com/SpeedTest/5425/TOSHIBA-MQ01ABF032
HDD,,Maxtor,STM3250310AS 250GB,471,42,12034,https://hdd.userbenchmark.com/SpeedTest/1239/MAXTOR-STM3250310AS
HDD,WD7500AAKS,WD,Blue 750GB (2008),472,41.9,3324,https://hdd.userbenchmark.com/SpeedTest/2292/WDC-WD7500AAKS-00RBA0
HDD,,Hitachi,HTS725050A9A360 500GB,473,41.9,1108,https://hdd.userbenchmark.com/SpeedTest/416/Hitachi-HTS725050A9A360
HDD,WD10J31X,WD,Blue SSHD 1TB (2015),474,41.8,774,https://hdd.userbenchmark.com/SpeedTest/31760/WDC-WD10J31X-00U3VT0
HDD,WD5000AADS,WD,Green 500GB (2009),475,41.8,57635,https://hdd.userbenchmark.com/SpeedTest/1125/WDC-WD5000AADS-00S9B0
HDD,,Hitachi,HTS545050A7E380 500GB,476,41.7,54229,https://hdd.userbenchmark.com/SpeedTest/664/Hitachi-HTS545050A7E380
HDD,,WD,WD10EAVS-00D7B1 1TB,477,41.6,27401,https://hdd.userbenchmark.com/SpeedTest/256/WDC-WD10EAVS-00D7B1
HDD,,Hitachi,HDP72505 500GB,478,41.5,311,https://hdd.userbenchmark.com/SpeedTest/5536/Hitachi-HDP72505
HDD,,Seagate,ST3250310AS 250GB,479,41.5,29088,https://hdd.userbenchmark.com/SpeedTest/205/ST3250310AS
HDD,,Toshiba,MK5061GSYN 500GB,480,41.4,5417,https://hdd.userbenchmark.com/SpeedTest/2032/TOSHIBA-MK5061GSYN
HDD,WD5000BPVX,WD,Blue 2.5" 500GB,481,41.4,968,https://hdd.userbenchmark.com/SpeedTest/14364/WDC-WD5000BPVX-00JC3T0
HDD,,Toshiba,MQ01ABD064 640GB,482,41.4,461,https://hdd.userbenchmark.com/SpeedTest/8271/TOSHIBA-MQ01ABD064
HDD,,Hitachi,HTS725032A9A360 320GB,483,41.3,572,https://hdd.userbenchmark.com/SpeedTest/5927/Hitachi-HTS725032A9A360
HDD,,Hitachi,HTS725025A9A364 250GB,484,41.3,2243,https://hdd.userbenchmark.com/SpeedTest/6783/Hitachi-HTS725025A9A364
HDD,WD3200BEKT,WD,Black 2.5" 320GB (2010),485,41.2,20394,https://hdd.userbenchmark.com/SpeedTest/35/WDC-WD3200BEKT-60V5T1
HDD,,Toshiba,MK5056GSY 500GB,486,41.2,2641,https://hdd.userbenchmark.com/SpeedTest/2645/TOSHIBA-MK5056GSY
HDD,,Seagate,ST3250310CS 250GB,487,41.2,2735,https://hdd.userbenchmark.com/SpeedTest/7048/ST3250310CS
HDD,,Seagate,ST500LT032-1E9142 500GB,488,41.1,1180,https://hdd.userbenchmark.com/SpeedTest/12252/ST500LT032-1E9142
HDD,,Seagate,ST3160318AS 160GB,489,41,13403,https://hdd.userbenchmark.com/SpeedTest/1676/ST3160318AS
HDD,,Hitachi,HTS545050A7E3800 500GB,490,41,558,https://hdd.userbenchmark.com/SpeedTest/6179/HGST-HTS545050A7E3800
HDD,WD3200BEKX,WD,Black 2.5" 320GB (2013),491,40.9,3249,https://hdd.userbenchmark.com/SpeedTest/6418/WDC-WD3200BEKX-00B7WT0
HDD,,Hitachi,HTS545050A7E680 500GB,492,40.7,57314,https://hdd.userbenchmark.com/SpeedTest/2870/HGST-HTS545050A7E680
HDD,,Hitachi,HDT721032SLA 320GB,493,40.7,568,https://hdd.userbenchmark.com/SpeedTest/6947/Hitachi-HDT721032SLA
HDD,HTS541075A9E680,HGST,Travelstar 5K1000 2.5" 750GB,494,40.6,20912,https://hdd.userbenchmark.com/SpeedTest/4988/HGST-HTS541075A9E680
HDD,,Samsung,HN-M101M 1TB,495,40.6,42,https://hdd.userbenchmark.com/SpeedTest/5762/SAMSUNG-HN-M101M
HDD,,Hitachi,HDT721016SLA380 160GB,496,40.6,2800,https://hdd.userbenchmark.com/SpeedTest/10627/Hitachi-HDT721016SLA380
HDD,,,WL640GSA872 640GB,497,40.5,21,https://hdd.userbenchmark.com/SpeedTest/9895/WL640GSA872
HDD,,Toshiba,MK7559GSXP 750GB,498,40.5,5243,https://hdd.userbenchmark.com/SpeedTest/3733/TOSHIBA-MK7559GSXP
HDD,,Toshiba,MK2556GSY 250GB,499,40.5,1210,https://hdd.userbenchmark.com/SpeedTest/4588/TOSHIBA-MK2556GSY
HDD,WD7500AADS,WD,Green 750GB (2009),500,40.5,4201,https://hdd.userbenchmark.com/SpeedTest/3726/WDC-WD7500AADS-00M2B0
HDD,,Seagate,ST500LM011 HM501II 500GB,501,40.4,132,https://hdd.userbenchmark.com/SpeedTest/12328/ST500LM011-HM501II
HDD,,WD,WD8088AADS-00M2B0 809GB,502,40.4,604,https://hdd.userbenchmark.com/SpeedTest/10079/WDC-WD8088AADS-00M2B0
HDD,,WD,WD10EACS-00ZJB0 1TB,503,40.4,19709,https://hdd.userbenchmark.com/SpeedTest/1758/WDC-WD10EACS-00ZJB0
HDD,,,OCZ-AGILITY3 60GB,504,40.4,49,https://hdd.userbenchmark.com/SpeedTest/2437/OCZ-AGILITY3
HDD,,Seagate,ST500LM0 ST500LM012 HN-M5 500GB,505,40.3,192,https://hdd.userbenchmark.com/SpeedTest/9065/ST500LM0-ST500LM012-HN-M5
HDD,,Samsung,HM100UI 1TB,506,40.2,879,https://hdd.userbenchmark.com/SpeedTest/5426/SAMSUNG-HM100UI
HDD,,WD,WD10EVCS-63E0B0 1TB,507,40.1,319,https://hdd.userbenchmark.com/SpeedTest/1803/WDC-WD10EVCS-63E0B0
HDD,ST500LT012,Seagate,Momentus Thin 5400.9 2.5" 500GB,508,40.1,136525,https://hdd.userbenchmark.com/SpeedTest/1080/ST500LT012-9WS142
HDD,,WD,WD10S21X-24R1BT0-SSHD-8GB 1TB,509,40,14608,https://hdd.userbenchmark.com/SpeedTest/12991/WDC-WD10S21X-24R1BT0-SSHD-8GB
HDD,,WD,WD740ADFD-00NLR1 74GB,510,40,949,https://hdd.userbenchmark.com/SpeedTest/3613/WDC-WD740ADFD-00NLR1
HDD,WD3200LPVT,WD,Blue 2.5" 320GB (2012),511,40,521,https://hdd.userbenchmark.com/SpeedTest/458/WDC-WD3200LPVT-22G33T0
HDD,ST250LT007,Seagate,Momentus Thin 7200 2.5" 250GB,512,39.9,1140,https://hdd.userbenchmark.com/SpeedTest/5055/ST250LT007-9ZV14C
HDD,,Samsung,HD251HJ 250GB,513,39.9,2658,https://hdd.userbenchmark.com/SpeedTest/615/SAMSUNG-HD251HJ
HDD,,WD,WD740ADFS-00SLR5 74GB,514,39.9,44,https://hdd.userbenchmark.com/SpeedTest/4376/WDC-WD740ADFS-00SLR5
HDD,,WD,WD6400AACS-00G8B1 640GB,515,39.8,7196,https://hdd.userbenchmark.com/SpeedTest/2285/WDC-WD6400AACS-00G8B1
HDD,,WD,WD1500ADFD-00NLR1 150GB,516,39.8,1610,https://hdd.userbenchmark.com/SpeedTest/1836/WDC-WD1500ADFD-00NLR1
HDD,WD1600AAJS,WD,Blue 160GB (2007),517,39.8,47554,https://hdd.userbenchmark.com/SpeedTest/1801/WDC-WD1600AAJS-00YZCA0
HDD,,Samsung,HN-M500MBB 500GB,518,39.7,3709,https://hdd.userbenchmark.com/SpeedTest/4774/SAMSUNG-HN-M500MBB
HDD,,Hitachi,HTS723232A7A364 320GB,519,39.7,9417,https://hdd.userbenchmark.com/SpeedTest/2190/HITACHI-HTS723232A7A364
HDD,,Samsung,HD103UI 1TB,520,39.6,1320,https://hdd.userbenchmark.com/SpeedTest/5608/SAMSUNG-HD103UI
HDD,,WD,WD5000AVDS-63U7B1 500GB,521,39.6,17288,https://hdd.userbenchmark.com/SpeedTest/3450/WDC-WD5000AVDS-63U7B1
HDD,,Seagate,ST3320310CS 320GB,522,39.6,3216,https://hdd.userbenchmark.com/SpeedTest/10402/ST3320310CS
HDD,,Toshiba,MK2561GSYN 250GB,523,39.5,1923,https://hdd.userbenchmark.com/SpeedTest/3299/TOSHIBA-MK2561GSYN
HDD,,Seagate,ST750LM022 HN-M750MBB 750GB,524,39.5,26692,https://hdd.userbenchmark.com/SpeedTest/434/ST750LM022-HN-M750MBB
HDD,,Toshiba,MQ01ABD032 320GB,525,39.5,8141,https://hdd.userbenchmark.com/SpeedTest/3087/TOSHIBA-MQ01ABD032
HDD,,WD,WD6400AAVS-00G9B1 640GB,526,39.5,2944,https://hdd.userbenchmark.com/SpeedTest/3045/WDC-WD6400AAVS-00G9B1
HDD,,WD,WD1500AHFD-00RAR5 150GB,527,39.2,962,https://hdd.userbenchmark.com/SpeedTest/1770/WDC-WD1500AHFD-00RAR5
HDD,WD2500AAJS,WD,Blue 250GB (2007),528,39.1,32523,https://hdd.userbenchmark.com/SpeedTest/1491/WDC-WD2500AAJS-22L7A0
HDD,,WD,WD1600ADFS-60SLR2 160GB,529,39,356,https://hdd.userbenchmark.com/SpeedTest/10871/WDC-WD1600ADFS-60SLR2
HDD,,Excelstor,Technology J9250S 250GB,530,38.9,1727,https://hdd.userbenchmark.com/SpeedTest/5045/ExcelStor-Technology-J9250S
HDD,,Hitachi,HUA721010KLA330 1TB,531,38.9,9847,https://hdd.userbenchmark.com/SpeedTest/3043/Hitachi-HUA721010KLA330
HDD,WD3200LPCX,WD,Blue 2.5" 320GB (2013),532,38.9,571,https://hdd.userbenchmark.com/SpeedTest/14140/WDC-WD3200LPCX-24C6HT0
HDD,WD7500BPVT,WD,Blue 2.5" 750GB (2010),533,38.8,24569,https://hdd.userbenchmark.com/SpeedTest/160/WDC-WD7500BPVT-24HXZT3
HDD,,Toshiba,MK3265GSX H 320GB,534,38.7,774,https://hdd.userbenchmark.com/SpeedTest/6469/TOSHIBA-MK3265GSX-H
HDD,,WD,WD10TPVT-00H 1TB,535,38.6,1519,https://hdd.userbenchmark.com/SpeedTest/6175/WDC-WD10TPVT-00H
HDD,,Toshiba,MK1059GSM 1TB,536,38.5,3001,https://hdd.userbenchmark.com/SpeedTest/1480/TOSHIBA-MK1059GSM
HDD,WD5000AAJS,WD,Blue 500GB (2007),537,38.4,9168,https://hdd.userbenchmark.com/SpeedTest/610/WDC-WD5000AAJS-00YFA0
HDD,,Seagate,ST9250410AS 250GB,538,38.4,6862,https://hdd.userbenchmark.com/SpeedTest/525/ST9250410AS
